,x,y,z,ch_edaphic_eivdescombes_pixel_d,ch_edaphic_eivdescombes_pixel_f,ch_edaphic_eivdescombes_pixel_h,ch_edaphic_eivdescombes_pixel_k,ch_edaphic_eivdescombes_pixel_l,ch_edaphic_eivdescombes_pixel_n,ch_edaphic_eivdescombes_pixel_r,ch_edaphic_eivdescombes_pixel_w,gdd0Y_8110_LV95,gdd3Y_8110_LV95,gdd5Y_8110_LV95,AI_8110_LV95,bio1_t_8110_LV95,bio2_tdr_8110_LV95,bio3_tiso_8110_LV95,bio4_ts_8110_LV95,bio5_tmaxw_8110_LV95,bio6_tminc_8110_LV95,bio7_tar_8110_LV95,bio8_twetq_8110_LV95,bio9_tdryq_8110_LV95,bio10_twarmq_8110_LV95,bio11_tcoldq_8110_LV95,bio12_p_8110_LV95,bio13_pwet_8110_LV95,bio14_pdry_8110_LV95,bio15_ps_8110_LV95,bio16_pwetq_8110_LV95,bio17_pdryq_8110_LV95,bio18_pwarmq_8110_LV95,bio19_pcoldq_8110_LV95,etpY_8110_LV95,east_mean,eastSlope_mean,north_mean,northSlope_mean,roughness_mean,slope_mean,TPI_mean,TRI_mean,CanopyVaud2m_max,CanopyVaud2m_mean,CanopyVaud2m_median,CanopyVaud2m_min,CanopyVaud2m_sd,EauxStagnantes_prop,ForetBuissannante_prop,ForetClairsemee_prop,ForetDense_prop,Glacier_prop,RocheMeubler_prop,Rocks_Min80Per_prop,ZHumide_prop,sradY,meanEVI_annualmax_2001_2021,meanEVI_annualmean_2001_2021,meanEVI_annualmedian_2001_2021,meanEVI_annualmin_2001_2021,meanEVI_annualrange_2001_2021,meanEVI_annualstd_2001_2021,meanGCI_annualmax_2001_2021,meanGCI_annualmean_2001_2021,meanGCI_annualmedian_2001_2021,meanGCI_annualmin_2001_2021,meanGCI_annualrange_2001_2021,meanGCI_annualstd_2001_2021,SCD15_final,SCD40_final
11,2564607.9,1133295.2,1173.53503417969,2.16126751899719,2.97791504859924,3.33673524856567,3.00684475898743,3.2509434223175,2.9514217376709,6.20560789108276,1.77308106422424,2405.19995117188,1632.80004882812,1206.09997558594,23,6,8,33.5,598.900024414062,19.3999996185303,-4.69999980926514,24,13.5,1.5,13.5,-1,1523,153,106.900001525879,12.3999996185303,447.100006103516,332.600006103516,447.100006103516,358.100006103516,370.5,-0.890765190124512,-0.260331183671951,0.453031092882156,0.132246360182762,0.83001708984375,17.0062141418457,0.0322074890136719,0.240322113037109,0,0,0,0,0,0,0,0,0.109999999403954,0,0,0,0,71930.6640625,81959376,14901500,19310000,-61058000,135533504,26744500,78969504,36973500,41409500,-310000,79280496,24114000,73.999999999837,72.999999999837
12,2580497.4,1127198.7,2272.78466796875,3.83295154571533,2.91587924957275,2.05769371986389,3.12040185928345,4.36879014968872,2.18474650382996,6.87916421890259,1.4447717666626,1198.59997558594,676.700012207031,421.399993896484,10,1.20000004768372,6.80000019073486,31.1000003814697,553.900024414062,13.1999998092651,-8.60000038146973,21.7999992370605,8.10000038146973,-3.40000009536743,8.10000038146973,-5,2198.89990234375,219.899993896484,143.199996948242,13.8999996185303,651.299987792969,474.799987792969,651.299987792969,556.5,249.300003051758,-0.4652419090271,-0.228249818086624,-0.885182976722717,-0.434274971485138,1.520751953125,29.3803367614746,0.00016021728515625,0.439247131347656,0,0,0,0,0,0,0,0,0,0,1,0,0,89382.171875,25820500,2980500,1876500,-34916000,61366000,11819000,4604000,367000,612500,-5990500,10594500,2901000,153.000000000255,146.000000000127
13,2580303.3,1151997.1,1338.82250976562,1.69312131404877,3.37994194030762,3.67159390449524,2.92213702201843,3.48694133758545,2.93921780586243,6.17903995513916,2.15464544296265,2107.10009765625,1394.5,1004.5,20,5.09999990463257,9.19999980926514,36.0999984741211,606.099975585938,19,-6.5,25.5,12.5,0.5,12.5,-2.09999990463257,1538.19995117188,160.800003051758,98.3000030517578,15,463.799987792969,326.299987792969,463.799987792969,375.100006103516,325.399993896484,-0.572159767150879,-0.164864957332611,0.817416846752167,0.234384268522263,0.815032958984375,16.6917171478271,0.0212478637695312,0.225639343261719,0.4000244140625,0.322784423828125,0.34112548828125,0.2088623046875,0.0808645784854889,0,0,0,0,0,0,0,0,65778,55285752,12761500,14336500,-21730500,75372496,15073500,109312496,29404500,29405500,-4217000,113530496,29870500,109.000000000214,110.999999999786
14,2580706.3,1127198.4,2310.13134765625,3.99498891830444,2.84634971618652,1.81850945949554,3.11155819892883,4.46240711212158,2.13983511924744,6.92741727828979,1.46668410301208,1163,650.5,401.600006103516,9,1,6.69999980926514,31.1000003814697,553.400024414062,12.8999996185303,-8.69999980926514,21.7000007629395,7.90000009536743,-3.5,7.90000009536743,-5.09999990463257,2192.69995117188,219.100006103516,143,13.8000001907349,649.5,473.5,649.5,554.099975585938,223.199996948242,-0.445580959320068,-0.355464816093445,-0.895238876342773,-0.714182078838348,3.54779052734375,52.9163818359375,3.814697265625E-05,1.03568267822266,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0.990000009536743,0,88594.421875,17533624,3240500,7825500,-88548504,149608992,36355000,16239500,6289000,6072000,-2693000,18933000,5936500,127,127
15,2570801.2,1135749.7,1293.29248046875,2.1513340473175,2.97644543647766,3.33985924720764,3.07313394546509,3.31518626213074,2.9097158908844,6.2795877456665,1.81615710258484,2345.10009765625,1585.09997558594,1165.59997558594,25,5.80000019073486,8.39999961853027,34.5,601.700012207031,19.3999996185303,-5.19999980926514,24.5,13.3000001907349,1.29999995231628,13.3000001907349,-1.29999995231628,1543.19995117188,151.600006103516,103.900001525879,11.3999996185303,443.700012207031,340.399993896484,443.700012207031,388.600006103516,395.600006103516,-0.692557036876678,-0.0788349062204361,-0.67572820186615,-0.0745113864541054,0.299957275390625,6.44469404220581,-0.0240554809570312,0.0921630859375,0,0,0,0,0,0,0,0,0,0,0,0,0,79036.4921875,284969984,21460500,18065500,-17864500,253852000,45663500,77126000,33689000,37387500,-3470500,80595504,26786500,88.9999999999069,84.9999999999255
16,2579505.3,1125901.6,2017.14599609375,2.35188174247742,3.15431833267212,3.37605285644531,2.95009422302246,3.85152435302734,2.4900209903717,6.10044574737549,1.76925790309906,1393.09997558594,821.700012207031,534.099975585938,9,2.09999990463257,6.80000019073486,31.1000003814697,557.400024414062,14.1999998092651,-7.80000019073486,22,9,-2.5,9,-4.19999980926514,2124.89990234375,213.300003051758,140,13.8999996185303,631.599975585938,457.799987792969,631.599975585938,532.099975585938,213.199996948242,-0.11173003166914,-0.0414570458233356,0.990429759025574,0.360793113708496,0.885986328125,21.3728485107422,-0.042022705078125,0.304161071777344,1.106689453125,0.552032470703125,0.4537353515625,0.1939697265625,0.416164129972458,0,0,0,0,0,1,0,0,62144.14453125,22373876,8492500,6717500,-8025500,30754500,8838500,55567000,12158500,1119000,-6812000,62379500,20278500,151.000000000088,151
17,2578000.1,1127403.4,1904.57751464844,3.76813530921936,2.71194839477539,2.20050048828125,3.29125428199768,4.24629545211792,2.15961956977844,6.95290422439575,1.51552653312683,1712.19995117188,1068,729.400024414062,17,3.40000009536743,7.40000009536743,32.7000007629395,567.799987792969,15.8999996185303,-6.80000019073486,22.7999992370605,10.5,-1.10000002384186,10.5,-3,1858.59997558594,185.300003051758,123.900001525879,13.3000001907349,548,404.5,548,464.799987792969,341.700012207031,-0.249178647994995,-0.151475936174393,-0.960231781005859,-0.571220517158508,1.85498046875,36.5888671875,0.0818595886230469,0.579998016357422,0,0,0,0,0,0,0,0,0,0,0.930000007152557,0,0,89538.046875,22266750,5499000,6402500,-9808000,31530500,7041000,13484500,5185000,5774500,-4432000,17914000,5398000,117.000000000002,96.0000000000227
18,2573301.2,1143804.4,1344.79992675781,1.95301926136017,3.23706459999084,3.57783055305481,2.86902713775635,3.00770568847656,3.01623606681824,6.15277767181396,1.89990484714508,2336,1589.30004882812,1174.40002441406,23,5.80000019073486,9.5,35.9000015258789,629.099975585938,20.2999992370605,-6.19999980926514,26.5,13.6000003814697,1.39999997615814,13.6000003814697,-1.70000004768372,1424.09997558594,142.600006103516,97.9000015258789,13.8999996185303,425.200012207031,303.399993896484,425.200012207031,331,347.799987792969,0.41681581735611,0.160839065909386,0.9085653424263,0.351020097732544,1.12246704101562,22.7229690551758,0.00153732299804688,0.327182769775391,0,0,0,0,0,0,0,0,0,0,0,0,0,58894.9765625,83425624,12179500,13445500,-58460000,179016000,28348500,61155000,23277000,21874500,-7473500,68626000,23381000,111,110.999999999893
19,2567801.5,1142493.6,1353.19995117188,1.79869151115417,3.26700520515442,3.61562538146973,2.95226550102234,3.52338099479675,2.82343459129333,6.05508041381836,2.07710361480713,2163.30004882812,1437,1040.69995117188,21,5.30000019073486,8.60000038146973,34.7999992370605,600,18.8999996185303,-5.90000009536743,24.7999992370605,12.6999998092651,0.699999988079071,12.6999998092651,-1.79999995231628,1581.09997558594,159.100006103516,108,13.3999996185303,467.700012207031,342.200012207031,467.700012207031,358.899993896484,335.399993896484,0.180966228246689,0.0384761318564415,0.983404994010925,0.209456652402878,0.5150146484375,12.29723072052,-0.00562667846679688,0.170009613037109,0.4437255859375,0.28131103515625,0.2587890625,0.1639404296875,0.138059511780739,0,0,0,0,0,0,0,0,65423.39453125,33491376,11459500,12930000,-13584000,46793000,10409500,53368000,20465000,23863500,-4173500,57541500,18729000,109.999999999965,109.999999999965
20,2578798.7,1123594.6,2331.7109375,3.93892931938171,3.19018006324768,1.97913336753845,2.99148607254028,4.50483894348145,2.173659324646,6.76383495330811,1.45683968067169,1262.59997558594,726.700012207031,461.700012207031,9,1.39999997615814,6.59999990463257,30.7000007629395,555.5,13.3999996185303,-8.30000019073486,21.7000007629395,8.39999961853027,-3.20000004768372,8.39999961853027,-4.69999980926514,2135,218.5,145.800003051758,14.6999998092651,645.099975585938,456.399993896484,645.099975585938,516.099975585938,213.199996948242,0.146739229559898,0.0342377834022045,0.988976955413818,0.230859577655792,0.54547119140625,13.4991245269775,0.00318145751953125,0.186912536621094,0,0,0,0,0,0,0,0,0,0,1,0,0,62440.48046875,19025000,4263000,1374000,-7910000,26822500,7797500,1332000,-3600500,-4050500,-7535500,8867500,2915000,202.000000000674,190.999999998877
21,2557469.5,1147202.4,600.337524414062,2.21784448623657,3.05882048606873,3.15210437774658,3.02878570556641,3.54293322563171,3.29488468170166,6.32716941833496,1.86060297489166,3617.10009765625,2678.5,2130.89990234375,37,9.89999961853027,7.5,30,655.700012207031,24.1000003814697,-1.10000002384186,25.2000007629395,18.2000007629395,3.09999990463257,18.2000007629395,2,1424.5,142.600006103516,89.1999969482422,15,412.799987792969,291.200012207031,412.799987792969,299.600006103516,545.700012207031,0.0335768721997738,-0.000824850925710052,-0.968177378177643,-0.139941528439522,0.362503051757812,8.27004623413086,-0.035308837890625,0.120311737060547,0,0,0,0,0,0,0,0,0,0,0,0,0,79377.546875,39779876,17164000,18104500,-8068500,49521500,9577500,82940000,37703000,35314000,4365500,78575000,20750000,50,50
22,2568600.9,1124901.6,809.422485351562,2.43474888801575,2.8697190284729,3.19300985336304,3.02914071083069,3.05686378479004,2.83376622200012,6.49178791046143,1.71659731864929,3260.19995117188,2369.5,1858.69995117188,38,8.69999980926514,8.39999961853027,32.7999992370605,641.900024414062,22.8999996185303,-2.70000004768372,25.5,16.7000007629395,4.40000009536743,16.7000007629395,0.899999976158142,1201.69995117188,124.099998474121,80.6999969482422,15.6999998092651,370.600006103516,259.100006103516,370.600006103516,268.700012207031,459,-0.914701223373413,-0.12537108361721,-0.291930168867111,-0.0405418872833252,0.375015258789062,7.89006471633911,-0.0340728759765625,0.117195129394531,0.4173583984375,0.271331787109375,0.21160888671875,0.16717529296875,0.105059742927551,0,0,0,0,0,0,0,0,77527.03125,79263872,15667500,16947500,-19538500,64193000,11572500,62376500,29923000,29583000,371500,62007000,16701000,50,50
23,2568803.1,1140694.6,1264.1474609375,2.16591548919678,3.15873432159424,3.18664693832397,3.08881211280823,3.56365895271301,3.14643335342407,6.36430501937866,1.95636343955994,2220.69995117188,1486.69995117188,1083.69995117188,21,5.40000009536743,8.89999961853027,35.0999984741211,607.299987792969,19.2999992370605,-6,25.2999992370605,13,0.899999976158142,13,-1.70000004768372,1587.40002441406,156.899993896484,113.199996948242,11.8999996185303,461.399993896484,349,461.399993896484,374,348,-0.352572113275528,-0.0603532455861568,0.935350358486176,0.160075202584267,0.46246337890625,9.85443687438965,-0.00218963623046875,0.137802124023438,0.10107421875,0.0413818359375,0.0322265625,0,0.0500678792595863,0,0,0,0,0,0,0,0,69843.4375,27366250,11443500,13827000,-18087500,46195000,11280000,63347500,24497500,23290000,-19961500,83309504,25734000,110,110
24,2577051.3,1151421.4,2000.919921875,3.14893364906311,2.80471396446228,2.63352632522583,3.20998024940491,3.9693615436554,2.35703682899475,6.78145265579224,1.49051451683044,1722.90002441406,1069.59997558594,727.599975585938,19,3.59999990463257,6.80000019073486,31.6000003814697,551.5,15.5,-6.19999980926514,21.7000007629395,10.5,-0.899999976158142,10.5,-2.59999990463257,1453.19995117188,150.699996948242,89.3000030517578,15.1999998092651,434.100006103516,306.399993896484,434.100006103516,358.5,285.700012207031,0.920098602771759,0.579388976097107,-0.383441865444183,-0.240848734974861,2.19744873046875,39.041862487793,-0.0203285217285156,0.642177581787109,0,0,0,0,0,0,0,0,0,0,0.509999990463257,0.490000009536743,0,73522.0625,26132000,3299500,4712000,-48406000,80471000,14632500,11435500,2572000,1749000,-6127500,17564000,4884000,156.999999998799,131.999999998799
25,2571096.7,1120205.0,1654.34753417969,2.09755825996399,3.15498352050781,3.41583776473999,2.97201728820801,3.52374291419983,2.85429263114929,6.22681379318237,1.84716403484344,2302.10009765625,1548.19995117188,1133.30004882812,18,5.5,7.90000009536743,33,597,18.7999992370605,-5,23.8999996185303,13,1,13,-1.39999997615814,1693.5,172.899993896484,120.5,13.3000001907349,504.899993896484,372.5,504.899993896484,397.600006103516,336.200012207031,-0.969424903392792,-0.349587023258209,0.239249616861343,0.0862420052289963,0.925018310546875,21.1408042907715,0.00063323974609375,0.302505493164062,0.275146484375,0.15875244140625,0.1363525390625,0.087158203125,0.0811466500163078,0,0,0,0,0,0,0,0,62685.1796875,45866500,11919500,12228500,-9226000,42171500,10730000,79207000,24644000,18437000,-7328000,86533000,27789000,124.99999999992,122.000000000161
26,2571496.8,1135100.8,1382.93994140625,2.23730039596558,2.91224980354309,3.27612137794495,3.06955647468567,3.5039496421814,3.00500464439392,6.23621606826782,1.75399601459503,2329.5,1572.59997558594,1155.09997558594,27,5.69999980926514,8.5,34.5,602.599975585938,19.3999996185303,-5.30000019073486,24.7000007629395,13.3000001907349,1.20000004768372,13.3000001907349,-1.29999995231628,1474.30004882812,146.100006103516,100.199996948242,11.8000001907349,427.100006103516,324.100006103516,427.100006103516,366.899993896484,403.399993896484,0.609802663326263,0.326312631368637,-0.791208148002625,-0.4237060546875,1.70745849609375,32.3886413574219,-0.0156402587890625,0.473731994628906,0.632568359375,0.31976318359375,0.20953369140625,0.18896484375,0.209381729364395,0,0,0,0,0,0,0,0,85033.3046875,28152124,8598000,15805500,-146098496,176214000,34254000,73300000,33493500,37072000,-3410500,76709504,24218500,77.9999999999325,77.9999999999325
27,2565500.0,1137700.0,1487.5400390625,1.79634249210358,3.29256272315979,3.77311706542969,2.96354174613953,3.48476481437683,2.8389208316803,5.99317312240601,2.06822228431702,2089.80004882812,1371.30004882812,982.799987792969,22,4.90000009536743,8,33.5999984741211,584.700012207031,18,-5.69999980926514,23.7000007629395,12.1999998092651,0.400000005960464,12.1999998092651,-1.79999995231628,1702.09997558594,169.5,121.300003051758,11.8000001907349,495.399993896484,375.600006103516,495.399993896484,402.700012207031,374.600006103516,-0.972602903842926,-0.363712251186371,-0.229903280735016,-0.0862508118152618,0.947479248046875,21.9687786102295,-0.0293693542480469,0.316867828369141,0.2464599609375,0.117523193359375,0.07061767578125,0,0.103654034435749,0,0,0,0,0,0,0,0,78672.328125,934935040,62283500,17046500,-36643500,970160512,221378496,77328000,31499000,35967500,-5676500,83004496,27671000,105,99.0000000000489
28,2572202.5,1141592.7,1295.59497070312,2.33000826835632,2.74304699897766,3.23748350143433,3.21252822875977,3.55134296417236,2.81562781333923,6.30848932266235,1.72503042221069,2085.5,1373.69995117188,985.700012207031,25,5,9,35.7000007629395,599,18.7999992370605,-6.40000009536743,25.2000007629395,12.3999996185303,0.400000005960464,12.3999996185303,-2,1568.90002441406,151.800003051758,107.699996948242,11.6000003814697,453.200012207031,343.899993896484,453.200012207031,382.799987792969,400.600006103516,-0.746719062328339,-0.32102444767952,-0.6571004986763,-0.280895233154297,1.26754760742188,25.4081764221191,-0.0331344604492188,0.35626220703125,0.357421875,0.200775146484375,0.15924072265625,0.127197265625,0.106304451823235,0,0,0,0.340000003576279,0,0,0,0,82935.0390625,184576496,22614000,21788500,-117255504,338496512,57199500,114178000,44395500,49157500,-73017504,187194992,37665500,75.0000000000652,72.000000000163
